ID,Year,SurveyDate,TerritoryName,IsProtocolSurvey,ObservationID,Analysis Type,Sample Qualifier,BreedingStatus,StartTime,EndTime,CommonName,AdultCount,FledglingCount,NestlingCount,OtherCount,EggCountCode,IsTerritorialBehavior,Summary,NestCode,TerritoryNestID,varObject,VarFilter,Detection,JulianDay,Area_Type,BreedingYear,DaySinceDec15th
2,2013,2013-03-06,D. Soto Canyon,TRUE,17885,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T13:30:00Z,1899-12-31T16:30:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at D. Soto Cyn.,"NA",519,frmSurveyDetail,[ID] = 2,0,65,Non-core,2013,82
2,2013,2013-03-06,Guard Rock,TRUE,17887,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T13:30:00Z,1899-12-31T16:30:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Guard Rock.,"NA",497,frmSurveyDetail,[ID] = 2,0,65,Non-core,2013,82
2,2013,2013-03-06,High Peaks Trail West of Chalone Picnic Area,TRUE,17886,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T13:30:00Z,1899-12-31T16:30:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at WCP rock areas.,"NA",405,frmSurveyDetail,[ID] = 2,0,65,Non-core,2013,82
3,2014,2014-05-06,Willow Spring Slide,TRUE,18722,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T10:00:00Z,1899-12-31T11:15:00Z,Prairie Falcon,2,0,0,0,Indet,Yes,"PRFA F ad  sits low at WSS-2, very likely incubating eggs. PRFA M ad circles into area, chups briefly, lands to eprch 20-25m SW of WSS-2, preens.",WSS-2,1,frmSurveyDetail,[ID] = 3,1,126,Non-core,2014,143
5,2012,2012-07-01,Pig Canyon,TRUE,17544,Fecundity,Yes: Raptor status confirmed,Nestlings,1899-12-31T10:25:00Z,1899-12-31T11:18:00Z,Prairie Falcon,0,0,3,0,0,Yes,"At least 3 PRFA nestlings @ PIG-9, 37+ days old, likely fledging by 4-5 July 2012. PRFA young perch at entry, exercise-flap.",PIG-9,217,frmSurveyDetail,[ID] = 5,1,183,Non-core,2012,200
7,2014,2014-05-19,Egg,TRUE,18755,Fecundity,Yes: Raptor status confirmed,Nestlings,1899-12-31T10:52:00Z,1899-12-31T12:30:00Z,Prairie Falcon,1,0,5,0,0,Yes,"5 PRFA nestlings (21-23 days old) at EGG-1, likely 3 M and 2 F. PRFA ad F feeds nestlings, flies from site.",EGG-1,82,frmSurveyDetail,[ID] = 7,1,139,Core,2014,156
7,2014,2014-05-19,Resurrection Wall,TRUE,18756,Fecundity,Yes: Raptor status confirmed,Nestlings,1899-12-31T10:52:00Z,1899-12-31T12:30:00Z,Prairie Falcon,1,0,2,0,0,Yes,"Only 2 PRFA nestlings (25-27 days old) at RW-8, ad arrives, feeds both young.",RW-8,275,frmSurveyDetail,[ID] = 7,1,139,Core,2014,156
9,2014,2014-05-08,North Chalone Peak,TRUE,18724,Fecundity,Yes: Raptor status confirmed,Nestlings,1899-12-31T11:10:00Z,1899-12-31T11:54:00Z,Prairie Falcon,0,0,3,0,0,Yes,"At least 3 PRFA nestlings - ~9-15 days old - stand, preen, slump into dozing pile at NC-1.",NC-1,46,frmSurveyDetail,[ID] = 9,1,128,Non-core,2014,145
10,2015,2015-03-19,Crowley Drainage,TRUE,1277,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T14:50:00Z,1899-12-31T18:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Crowley Drainage.,"NA",495,frmSurveyDetail,[ID] = 10,0,78,Non-core,2015,95
10,2015,2015-03-19,Crowley Towers,TRUE,1975,Fecundity,Yes: Raptor status confirmed,Unknown,1899-12-31T14:50:00Z,1899-12-31T18:20:00Z,Prairie Falcon,1,0,0,0,Indet,Yes,"PRFA ad emerges from CT-2 (after 2 hrs.), flaps hard S, then PRFA ad circles back into view, banks up to CT-2, disappears into site interior, does not reappear, likely incubating eggs.",CT-2,101,frmSurveyDetail,[ID] = 10,1,78,Core,2015,95
10,2015,2015-03-19,Mating Rocks,TRUE,2250,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T14:50:00Z,1899-12-31T18:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Mating Rocks.,"NA",559,frmSurveyDetail,[ID] = 10,0,78,Non-core,2015,95
10,2015,2015-03-19,North Balconies,TRUE,1406,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T14:50:00Z,1899-12-31T18:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at North Balconies.,"NA",451,frmSurveyDetail,[ID] = 10,0,78,Core,2015,95
10,2015,2015-03-19,Willow Spring Slide,TRUE,812,Occupancy,Yes: Raptor status confirmed,Unknown,1899-12-31T15:30:00Z,1899-12-31T18:30:00Z,Prairie Falcon,2,0,0,0,0,Yes,"PRFA ad eats prey at S end WSS summit, later PRFA F ad circles, perches at cnetral wall, M ad banks up, hovers, perches at N summit, F ad banks in/out of WSS-1, displaces M from perch, M perches 10m down from F.","NA",561,frmSurveyDetail,[ID] = 10,1,78,Non-core,2015,95
11,2011,2011-03-25,Drywall,TRUE,16452,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T09:07:00Z,1899-12-31T09:35:00Z,Prairie Falcon,2,0,0,0,Indet,Yes,"PRFA F ad sits low, incubates eggs at DRY-11, then M ad incubates after nest switch (scrape too deep for egg count), F flies 30m E to eprch, wail, then flies S to powerpole perch, wails, feather-cleans.",DRY-11,239,frmSurveyDetail,[ID] = 11,1,84,Non-core,2011,101
13,2013,2013-06-17,Little Pinnacles,TRUE,18241,Fecundity,Yes: Raptor status confirmed,Nestlings,1899-12-31T07:25:00Z,1899-12-31T08:05:00Z,Prairie Falcon,0,4,0,0,0,Yes,"4 PRFA nestlings @ LP-2, 25-27 days old, sit, stand, occasionally run along nest ledge. Fledge likely by 2-4 Jul 2013.",LP-2,114,frmSurveyDetail,[ID] = 13,1,168,Core,2013,185
20,2013,2013-02-24,Ball Pinnacle,TRUE,17790,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T14:45:00Z,1899-12-31T17:05:00Z,Prairie Falcon,2,0,0,0,0,Yes,Same as observations for Egg record.,"NA",455,frmSurveyDetail,[ID] = 20,1,55,Core,2013,72
20,2013,2013-02-24,Crowley Towers,TRUE,17793,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T15:10:00Z,1899-12-31T16:37:00Z,Prairie Falcon,1,0,0,0,0,Yes,"PRFA F ad circles up from Nest Knob, perches atop Nest Knob summit, scans area.","NA",551,frmSurveyDetail,[ID] = 20,1,55,Core,2013,72
20,2013,2013-02-24,Egg,TRUE,17787,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T14:45:00Z,1899-12-31T17:05:00Z,Prairie Falcon,2,0,0,0,0,Yes,"PRFA ad F inspects/prepares scrape at EGG-1, flies/circles over Ball Pinn., Teapot, Tunnel, back to Egg, M ad later flaps over Tunnel, NW, perches at Spike's Pk w/ F ad.","NA",483,frmSurveyDetail,[ID] = 20,1,55,Core,2013,72
20,2013,2013-02-24,Resurrection Wall,TRUE,17791,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T14:45:00Z,1899-12-31T16:17:00Z,Prairie Falcon,1,0,0,0,0,Yes,"PRFA F ad perches atop RW-5 rock mass, later flies, perches at RW-1 entry, enters/inspects RW-1.","NA",473,frmSurveyDetail,[ID] = 20,1,55,Core,2013,72
20,2013,2013-02-24,South Balconies,TRUE,17792,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T15:10:00Z,1899-12-31T17:05:00Z,Prairie Falcon,1,0,0,0,0,Yes,"PRFA F ad perches ~15m S of SGB-4 at S. Balc., scans area, feather-cleans.","NA",415,frmSurveyDetail,[ID] = 20,1,55,Core,2013,72
20,2013,2013-02-24,Teapot Dome,TRUE,17789,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T14:45:00Z,1899-12-31T17:05:00Z,Prairie Falcon,2,0,0,0,0,Yes,Same as observations for Egg record.,"NA",411,frmSurveyDetail,[ID] = 20,1,55,Core,2013,72
20,2013,2013-02-24,Tunnel,TRUE,17788,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T14:45:00Z,1899-12-31T17:05:00Z,Prairie Falcon,2,0,0,0,0,Yes,Same as observations for Egg record.,"NA",487,frmSurveyDetail,[ID] = 20,1,55,Core,2013,72
21,2012,2012-03-21,Discovery Wall,TRUE,17135,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T13:10:00Z,1899-12-31T16:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Discovery Wall.,"NA",507,frmSurveyDetail,[ID] = 21,0,81,Core,2012,98
21,2012,2012-03-21,Pipsqueak Pinnacles,TRUE,17136,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T13:10:00Z,1899-12-31T16:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Pipsqueak Pinnacles.,"NA",573,frmSurveyDetail,[ID] = 21,0,81,Core,2012,98
21,2012,2012-03-21,Upper Bear Gulch,TRUE,19107,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T13:10:00Z,1899-12-31T16:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity.,"NA",443,frmSurveyDetail,[ID] = 21,0,81,Core,2012,98
25,2017,2017-05-02,Resurrection Wall,TRUE,2487,Fecundity,Yes: Raptor status confirmed,Unknown,1899-12-31T14:00:00Z,1899-12-31T17:00:00Z,Prairie Falcon,1,0,4,0,0,Yes,"4 PRFA nestlings at RW-8, ~15-18 days old by spinal apteria, activity. F ad feeds nestlings 2x, remains perched at site entry.",RW-8,275,frmSurveyDetail,[ID] = 25,1,122,Core,2017,139
31,2012,2012-05-02,Pig Canyon,TRUE,17332,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T11:03:00Z,1899-12-31T11:35:00Z,Prairie Falcon,1,0,0,0,Indet,Yes,"PRFA F ad sits at PIG-9, briefly stands, feather-cleans, resettles, likely incubating eggs or young nestlings.",PIG-9,217,frmSurveyDetail,[ID] = 31,1,123,Non-core,2012,140
32,2011,2011-05-16,Pig Canyon,TRUE,16628,Fecundity,Yes: Fecundity failed,Incubation,1899-12-31T10:05:00Z,1899-12-31T10:47:00Z,Prairie Falcon,0,0,0,0,0,No,"No sign of PRFA presence/activity at PIG-1, site is empty; nest failed.",PIG-1,31,frmSurveyDetail,[ID] = 32,0,136,Non-core,2011,153
34,2017,2017-05-11,South Balconies,TRUE,1453,Fecundity,Yes: Raptor status confirmed,Unknown,1899-12-31T09:00:00Z,1899-12-31T10:24:00Z,Prairie Falcon,1,0,3,0,0,Yes,"At least 3 PRFA nestlings at SGB-19, <21 days old, F ad banks up, feeds bird prey to young.",SGB-19,349,frmSurveyDetail,[ID] = 34,1,131,Core,2017,148
35,2017,2017-01-27,Ball Pinnacle,TRUE,1843,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T10:00:00Z,1899-12-31T13:00:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence / activity at Ball Pinnacle.,"NA",455,frmSurveyDetail,[ID] = 35,0,27,Core,2017,44
35,2017,2017-01-27,Egg,TRUE,985,Occupancy,Yes: Raptor status confirmed,Unknown,1899-12-31T10:30:00Z,1899-12-31T10:35:00Z,Prairie Falcon,1,0,0,0,0,Yes,"PRFA Ad male perches in EGG-1, briefly walks inside then back out, later flies to perch 20m to left of EGG-1.","NA",483,frmSurveyDetail,[ID] = 35,1,27,Core,2017,44
35,2017,2017-01-27,Teapot Dome,TRUE,1215,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T10:00:00Z,1899-12-31T13:00:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence / activity at Teapot Dome.,"NA",411,frmSurveyDetail,[ID] = 35,0,27,Core,2017,44
39,2008,2008-04-14,Pig Canyon,TRUE,2867,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T16:00:00Z,1899-12-31T17:07:00Z,Prairie Falcon,1,0,0,0,Indet,Yes,"PRFA F ad sits low in Pig-9, head and upper breast visible, later repositions and disappears from view, briefly perches at site entry, disappears in interior, likely incubating eggs | Pig-9 is a previously undocumented site… Distance, recessed shape and s",PIG-9,217,frmSurveyDetail,[ID] = 39,1,105,Non-core,2008,122
41,2012,2012-05-23,Canyon North of Willow Springs,TRUE,17396,Fecundity,Yes: Raptor status confirmed,Nestlings,1899-12-31T10:27:00Z,1899-12-31T10:50:00Z,Prairie Falcon,0,0,3,0,0,Yes,"3 PRFA nestlings @ CNWS-3, 29-32 days old, stand, sit, preen, alarm-call. 4th young possible in hidden back of site, but not likely.",CNWS-3,103,frmSurveyDetail,[ID] = 41,1,144,Non-core,2012,161
45,2008,2008-05-16,Pig Canyon,TRUE,2975,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T08:20:00Z,1899-12-31T09:23:00Z,Prairie Falcon,1,0,0,0,Indet,Yes,"PRFA ad (F?) sits at Pig-9, occasionally shifts, resettles with body-wiggling, likely incubating young nestlings by high-sit, scanning of nest contents, restless shifting | Llikely incubating young nestlings by high-sit, scanning of nest contents, restles",PIG-9,217,frmSurveyDetail,[ID] = 45,1,137,Non-core,2008,154
46,2013,2013-03-27,Ball Pinnacle,TRUE,17947,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T13:57:00Z,1899-12-31T15:55:00Z,Prairie Falcon,2,0,0,0,0,Yes,Same as PRFA Egg record.,"NA",455,frmSurveyDetail,[ID] = 46,1,86,Core,2013,103
46,2013,2013-03-27,Central High Peaks,TRUE,17950,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T12:50:00Z,1899-12-31T15:55:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Central High Peaks.,"NA",521,frmSurveyDetail,[ID] = 46,0,86,Core,2013,103
46,2013,2013-03-27,Egg,TRUE,17946,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T13:57:00Z,1899-12-31T15:55:00Z,Prairie Falcon,2,0,0,0,1,Yes,"PRFA M ad flies from EGG-1, F ad eats mammal prey atop Ball Pinn., gains crop, M ad sits low in EGG-1, inicubates at least 1 egg, F flies to EGG-1, both chup, M flies, F perches… Likely beginning egg incubation.",EGG-1,82,frmSurveyDetail,[ID] = 46,1,86,Core,2013,103
46,2013,2013-03-27,Goat Rock,TRUE,17951,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T12:50:00Z,1899-12-31T15:55:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Goat Rock.,"NA",417,frmSurveyDetail,[ID] = 46,0,86,Core,2013,103
46,2013,2013-03-27,Teapot Dome,TRUE,17949,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T12:50:00Z,1899-12-31T15:55:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Teapot Dome.,"NA",411,frmSurveyDetail,[ID] = 46,0,86,Core,2013,103
46,2013,2013-03-27,Tunnel,TRUE,17948,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T12:50:00Z,1899-12-31T15:55:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Tunnel.,"NA",487,frmSurveyDetail,[ID] = 46,0,86,Core,2013,103
46,2013,2013-03-27,Western Front,TRUE,17956,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T12:50:00Z,1899-12-31T15:55:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Western Front.,"NA",419,frmSurveyDetail,[ID] = 46,0,86,Core,2013,103
50,2012,2012-03-29,Crowley Towers,TRUE,17203,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T14:40:00Z,1899-12-31T17:00:00Z,Prairie Falcon,1,0,0,0,Indet,Yes,"PRFA F ad sits low at CT-2, very likely incubating eggs.",CT-2,101,frmSurveyDetail,[ID] = 50,1,89,Core,2012,106
50,2012,2012-03-29,General Balconies,TRUE,17205,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T15:40:00Z,1899-12-31T16:36:00Z,Prairie Falcon,1,0,0,0,0,Yes,"PRFA M ad active at Gen. Balc., inspects/prepares SGB-8 2x, flies E to Machete.","NA",523,frmSurveyDetail,[ID] = 50,1,89,Core,2012,106
50,2012,2012-03-29,Machete Ridge,TRUE,17208,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T15:40:00Z,1899-12-31T16:36:00Z,Prairie Falcon,1,0,0,0,0,Yes,Same as Gen. Balc. PRFA record for same survey.,"NA",571,frmSurveyDetail,[ID] = 50,1,89,Core,2012,106
50,2012,2012-03-29,South Balconies,TRUE,17204,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T14:40:00Z,1899-12-31T17:00:00Z,Prairie Falcon,1,0,0,0,0,Yes,PRFA F ad perches at/near SGB-2.,"NA",415,frmSurveyDetail,[ID] = 50,1,89,Core,2012,106
51,2016,2016-04-13,Resurrection Wall,TRUE,1175,Fecundity,Yes: Raptor status confirmed,Unknown,1899-12-31T11:02:00Z,1899-12-31T14:15:00Z,Prairie Falcon,2,0,0,0,Indet,Yes,"PRFA ad M incubates at RW-8, nest switch, F ad settles to incubate, nest switch back to M, at least 3 eggs visible, F ad perches atop RW-5 rock mass.",RW-8,275,frmSurveyDetail,[ID] = 51,1,104,Core,2016,121
52,2009,2009-04-02,Discovery Wall,TRUE,14814,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T12:58:00Z,1899-12-31T13:15:00Z,Prairie Falcon,2,0,0,0,3,Yes,"PRFA M ad sits low in DIS-3, has nest switch with F ad at 1304, F ad shuffles, settles on at least 3 eggs after turning them with beak and body-wiggling, M flies to perch halfway between DIS-3 and base of Camel",DIS-3,95,frmSurveyDetail,[ID] = 52,1,92,Core,2009,109
53,2013,2013-06-11,Pig Canyon,TRUE,18227,Fecundity,Yes: Raptor status confirmed,Fledglings,1899-12-31T08:35:00Z,1899-12-31T08:50:00Z,Prairie Falcon,0,3,0,0,0,Yes,"Full fledge of 3 PRFA young from PIG-9. 2 perch on upper cliff band S of PIG-9, 1 on lower rocks beneath PIG-9. Full fledge on 10-11 Jun 2013.",PIG-9,217,frmSurveyDetail,[ID] = 53,1,162,Non-core,2013,179
56,2015,2015-01-17,Crowley Drainage,TRUE,2179,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T14:15:00Z,1899-12-31T17:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Crowley Drainage.,"NA",495,frmSurveyDetail,[ID] = 56,0,17,Non-core,2015,34
56,2015,2015-01-17,Crowley Towers,TRUE,898,Occupancy,Yes: Raptor status confirmed,Unknown,1899-12-31T16:02:00Z,1899-12-31T17:14:00Z,Prairie Falcon,1,0,0,0,0,Yes,"PRFA ad (M?) banks up, perches 10m up, 6m N of CT-2, preens, scans area.","NA",551,frmSurveyDetail,[ID] = 56,1,17,Core,2015,34
56,2015,2015-01-17,Mating Rocks,TRUE,1444,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T14:15:00Z,1899-12-31T17:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Mating Rocks.,"NA",559,frmSurveyDetail,[ID] = 56,0,17,Non-core,2015,34
56,2015,2015-01-17,North Balconies,TRUE,1871,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T14:15:00Z,1899-12-31T17:20:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at North Balconies.,"NA",451,frmSurveyDetail,[ID] = 56,0,17,Core,2015,34
56,2015,2015-01-17,Willow Spring Slide,TRUE,750,Occupancy,Yes: Raptor status confirmed,Unknown,1899-12-31T14:45:00Z,1899-12-31T17:06:00Z,Prairie Falcon,1,0,0,0,0,Yes,"PRFA ad perches near S summit of WSS, preens, scans area.","NA",561,frmSurveyDetail,[ID] = 56,1,17,Non-core,2015,34
57,2008,2008-07-02,South Balconies,TRUE,14582,Fecundity,Yes: Raptor status confirmed,Fledglings,1899-12-31T08:15:00Z,1899-12-31T09:15:00Z,Prairie Falcon,1,2,0,0,0,Yes,"2 PRFA nestl perch 5m from SGB-16 on outcrop, 35+ days old, alarm-call at my presence, then fledge prematurely, flap/call S around S Balconies, 1 later seen quietly perching near anchors for Bolt It & They Will Come (5.11a), F ad circles, calls, stoops",SGB-16,222,frmSurveyDetail,[ID] = 57,1,184,Core,2008,201
58,2017,2017-03-23,Neglected Valley,TRUE,1434,Occupancy,Yes: No presence/full survey,Unknown,1899-12-31T15:00:00Z,1899-12-31T18:30:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence / activity at Neglected Valley.,"NA",527,frmSurveyDetail,[ID] = 58,0,82,Core,2017,99
58,2017,2017-03-23,Prescribed Burn Cliffs,TRUE,46,Fecundity,Yes: Raptor status confirmed,Unknown,1899-12-31T13:45:00Z,1899-12-31T15:51:00Z,Prairie Falcon,2,0,0,0,Indet,Yes,"PRFA Ad female perched, preening on top of PB-Cliffs, 30m above and 30m to left of PB-3, then down cliff face, flies, disappears S in stoop, later M ad perched on top of pinnacle 70m N of Gargoyle, flies to PB-3, nest switch w/ F, F perches up from PB-3.",PB-3,35,frmSurveyDetail,[ID] = 58,1,82,Core,2017,99
59,2013,2013-05-06,NE Sec 15,TRUE,18105,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T15:45:00Z,1899-12-31T16:45:00Z,Prairie Falcon,2,0,0,0,Indet,Yes,"PRFA M ad emerges from NES-2 after 40 min., flies to perch 8-10m N w/ F ad, then to top of NES-2 rock mass, F ad banks into NES-2 for nest switch, continues likely egg incubation.",NES-2,201,frmSurveyDetail,[ID] = 59,1,126,Non-core,2013,143
60,2012,2012-04-03,Drywall,TRUE,17215,Fecundity,Yes: Raptor status confirmed,Incubation,1899-12-31T13:05:00Z,1899-12-31T13:55:00Z,Prairie Falcon,3,0,0,0,Indet,Yes,"PRFA ad pr active at Drywall, F ad perches at N end summit pine, M ad chases/stoops 2nd F ad N, 1st F flies S to DRY-12, settles low out of sight, M chases 2nd F N again, returns to N end Drywall perches. 1st F likely incubating eggs.",DRY-12,277,frmSurveyDetail,[ID] = 60,1,94,Non-core,2012,111
61,2014,2014-03-04,Discovery Wall,TRUE,18519,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T14:25:00Z,1899-12-31T17:38:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Discovery Wall.,"NA",507,frmSurveyDetail,[ID] = 61,0,63,Core,2014,80
61,2014,2014-03-04,Pipsqueak Pinnacles,TRUE,18520,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T14:25:00Z,1899-12-31T17:38:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity at Pipsqueak Pinnacles.,"NA",573,frmSurveyDetail,[ID] = 61,0,63,Core,2014,80
61,2014,2014-03-04,Upper Bear Gulch,TRUE,19101,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T14:25:00Z,1899-12-31T17:38:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity.,"NA",443,frmSurveyDetail,[ID] = 61,0,63,Core,2014,80
64,2011,2011-01-04,Drywall,TRUE,16119,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T13:40:00Z,1899-12-31T15:38:00Z,Prairie Falcon,1,0,0,0,0,Yes,"PRFA F ad perches at N end summit pine and S end summit powerpole at Drywall, flying to circle between both, flaps S… Large crop evident","NA",567,frmSurveyDetail,[ID] = 64,1,4,Non-core,2011,21
65,2016,2016-05-10,Crowley Towers,TRUE,1866,Fecundity,Yes: Raptor status confirmed,Unknown,1899-12-31T16:48:00Z,1899-12-31T17:28:00Z,Prairie Falcon,2,0,5,0,0,Yes,"PRFA M ad delivers squirrel prey to F ad, then F delivers prey to 5 nestlings (25-30 days old) at CT-1, later F ad brings 2nd squirrel prey to nestlings, all nestlings feed on prey items.",CT-1,102,frmSurveyDetail,[ID] = 65,1,131,Core,2016,148
66,2013,2013-06-09,NE Sec 15,TRUE,18206,Fecundity,Yes: Raptor status confirmed,Nestlings,1899-12-31T09:30:00Z,1899-12-31T12:00:00Z,Prairie Falcon,2,0,5,1,0,Yes,"5 PRFA nestlings (1 M, 4 F) at NES-2, 35-37 days old, fledge likely on 14-16 Jun 2013. Processed during nest entry. PRFA ad pr active, alarrm-calls, wails, circles, stoops/chases other PRFA (juv?) S out of area.",NES-2,201,frmSurveyDetail,[ID] = 66,1,160,Non-core,2013,177
73,2012,2012-07-09,Pig Canyon,TRUE,17560,Fecundity,Yes: Raptor status confirmed,Fledglings,1899-12-31T07:22:00Z,1899-12-31T11:28:00Z,Prairie Falcon,0,2,0,0,0,Yes,"2 PRFA fledg - M + F - perch in PIG-9 area, at base and atop cliff band, circle actively in flight, chase/stoop each other, briefly allopreen. No sign of 3rd PRFA young, likely failed to fledge given observations today and on 6 Jul 2012.",PIG-9,217,frmSurveyDetail,[ID] = 73,1,191,Non-core,2012,208
74,2008,2008-01-19,Frog Canyon,TRUE,15127,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T14:05:00Z,1899-12-31T17:43:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity,"NA",479,frmSurveyDetail,[ID] = 74,0,19,Non-core,2008,36
74,2008,2008-01-19,Hanging Valley,TRUE,19145,Occupancy,Yes: No presence/full survey,Presence,1899-12-31T14:05:00Z,1899-12-31T17:43:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence/activity.,"NA",515,frmSurveyDetail,[ID] = 74,0,19,Core,2008,36
74,2008,2008-01-19,Little Pinnacles,TRUE,2630,Occupancy,Yes: Raptor status confirmed,Occupancy,1899-12-31T14:05:00Z,1899-12-31T17:43:00Z,Prairie Falcon,2,0,0,0,0,Yes,"PRFA F ad perches on N end Yaks summit, 2nd PRFA (M?) stoops her once, perches on snag on summit, F ad flies/banks into sleep-roost on Little Pinnacles, N of LP-6 and ~20m up","NA",543,frmSurveyDetail,[ID] = 74,1,19,Core,2008,36
76,2008,2008-06-22,South Balconies,TRUE,14565,Fecundity,Yes: Raptor status confirmed,Nestlings,1899-12-31T07:55:00Z,1899-12-31T08:50:00Z,Prairie Falcon,1,0,2,0,0,Yes,"2 PRFA nestlings @ SGB-16, 25-27 days old, sitting, alarm-calling, F ad circles into area clutching mammal prey, scold-calls, later circles without prey item, falls silent as I depart area",SGB-16,222,frmSurveyDetail,[ID] = 76,1,174,Core,2008,191
77,2008,2008-06-30,Pig Canyon,TRUE,14581,Fecundity,Yes: Raptor status confirmed,Fledglings,1899-12-31T06:44:00Z,1899-12-31T08:48:00Z,Prairie Falcon,1,4,0,0,0,Yes,"4 PRFA fledglings perch, flap in flight, within 40-50m of Pig-9, fledged for 1-3 days, M ad drops prey to young, fledgling eats mammal prey","NA",477,frmSurveyDetail,[ID] = 77,1,182,Non-core,2008,199
79,2016,2016-05-11,Canyon North of Willow Springs,TRUE,1073,Fecundity,Yes: Fecundity failed,Unknown,1899-12-31T10:00:00Z,1899-12-31T11:15:00Z,Prairie Falcon,0,0,0,0,0,No,No sign of PRFA presence / activity at CNWS-2; CORA ad is incubating at site. PRFA nest failed.,CNWS-2,104,frmSurveyDetail,[ID] = 79,0,132,Non-core,2016,149
