Location_ID,Event_ID,Observation_ID,Year,Start_Date,Territory_Name,Survey_Purpose,Analysis_Type,Territory_Type,Area_Type,Detection_Purpose,Detection_Result_Code,Detection_Result,PRFA_Detected,OBS_Stime,OBS_Ftime,Duration,Species,Detection,Adults,Fledglings,Nestlings,OtherAge,Num_Eggs,Territorial_Behav,Nest_Code
130,116,1779,2015,2015-02-11T00:00:00Z,Deserted Valley,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:08:00,12/30/1899 16:42:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,116,50,2015,2015-02-11T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:08:00,12/30/1899 16:42:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,116,235,2015,2015-02-11T00:00:00Z,Pipsqueak Pinnacles,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:08:00,12/30/1899 16:42:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,116,1211,2015,2015-02-11T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:52:00,12/30/1899 15:35:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
130,116,237,2015,2015-02-11T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:08:00,12/30/1899 16:42:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
213,796,1720,2015,2015-02-06T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 10:25:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
213,796,748,2015,2015-02-06T00:00:00Z,Hawkins Peak,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 10:25:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
213,796,2045,2015,2015-02-06T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 10:25:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
61,941,1152,2015,2015-02-05T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:29:00,12/30/1899 12:05:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
208,1566,298,2015,2015-02-05T00:00:00Z,D. Soto Canyon,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:30:00,12/30/1899 15:45:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
208,1566,249,2015,2015-02-05T00:00:00Z,High Peaks Trail West of Chalone Picnic Area,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:30:00,12/30/1899 15:45:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
208,1566,882,2015,2015-02-05T00:00:00Z,Guard Rock,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:30:00,12/30/1899 15:45:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
221,2130,2025,2015,2015-02-04T00:00:00Z,Pig Canyon,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:45:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
152,558,2171,2015,2015-02-03T00:00:00Z,Tugboat,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:55:00,12/30/1899 16:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
152,558,468,2015,2015-02-03T00:00:00Z,Crowley Drainage,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:55:00,12/30/1899 16:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
152,558,1070,2015,2015-02-03T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:55:00,12/30/1899 16:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
152,558,1821,2015,2015-02-03T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:07:00,12/30/1899 16:01:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
107,3200,22,2015,2015-01-31T00:00:00Z,South Wilderness Rock,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:26:00,12/30/1899 16:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
46,110,1895,2015,2015-01-29T00:00:00Z,NE Sec 15,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:08:00,12/30/1899 16:55:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
66,1305,1479,2015,2015-01-29T00:00:00Z,North Chalone Peak,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:53:00,12/30/1899 14:55:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
46,3062,2429,2015,2015-01-29T00:00:00Z,NE Sec 15,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:52:00,12/30/1899 16:50:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
36,2417,803,2015,2015-01-27T00:00:00Z,Frog Canyon,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
36,2417,1546,2015,2015-01-27T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
36,2417,948,2015,2015-01-27T00:00:00Z,Hanging Valley,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
29,2879,2015,2015,2015-01-23T00:00:00Z,Resurrection Wall,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:35:00,12/30/1899 17:05:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
29,2879,2178,2015,2015-01-23T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:40:00,12/30/1899 17:05:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
29,2879,2168,2015,2015-01-23T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:40:00,12/30/1899 17:05:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
29,2879,348,2015,2015-01-23T00:00:00Z,Goat Rock,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:35:00,12/30/1899 17:05:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
29,2879,1065,2015,2015-01-23T00:00:00Z,Egg,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:40:00,12/30/1899 17:05:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
29,2879,363,2015,2015-01-23T00:00:00Z,Teapot Dome,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:40:00,12/30/1899 17:05:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
191,1399,2146,2015,2015-01-21T00:00:00Z,Citadel,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:53:00,12/30/1899 16:42:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
191,1399,1828,2015,2015-01-21T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:57:00,12/30/1899 16:42:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
191,1399,981,2015,2015-01-21T00:00:00Z,Egg,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:57:00,12/30/1899 16:42:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
191,1399,1840,2015,2015-01-21T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:05:00,12/30/1899 16:42:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
191,1399,392,2015,2015-01-21T00:00:00Z,Machete Ridge,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:05:00,12/30/1899 16:42:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
191,1399,2409,2015,2015-01-21T00:00:00Z,General Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:05:00,12/30/1899 16:42:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
40,56,898,2015,2015-01-17T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:02:00,12/30/1899 17:14:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
40,56,1444,2015,2015-01-17T00:00:00Z,Mating Rocks,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
40,56,1871,2015,2015-01-17T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
40,56,2179,2015,2015-01-17T00:00:00Z,Crowley Drainage,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
40,56,750,2015,2015-01-17T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:45:00,12/30/1899 17:06:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
84,2324,1988,2015,2015-01-16T00:00:00Z,Tugboat,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:55:00,12/30/1899 17:05:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
84,2324,1111,2015,2015-01-16T00:00:00Z,Canyon North of Willow Springs,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:55:00,12/30/1899 17:05:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
84,2324,2076,2015,2015-01-16T00:00:00Z,North Wilderness Rock,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:55:00,12/30/1899 17:05:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,201,1904,2015,2015-01-15T00:00:00Z,Goat Rock,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,201,2177,2015,2015-01-15T00:00:00Z,Deserted Valley,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,201,952,2015,2015-01-15T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,201,1801,2015,2015-01-15T00:00:00Z,Western Front,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,201,167,2015,2015-01-15T00:00:00Z,Teapot Dome,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,201,260,2015,2015-01-15T00:00:00Z,Scout Peak,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,201,1437,2015,2015-01-15T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:16:00,12/30/1899 17:26:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
130,201,1087,2015,2015-01-15T00:00:00Z,Pipsqueak Pinnacles,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,201,2423,2015,2015-01-15T00:00:00Z,Resurrection Wall,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:30:00,12/30/1899 17:23:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
130,201,2391,2015,2015-01-15T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
213,1582,1043,2015,2015-01-14T00:00:00Z,Hawkins Peak,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 16:50:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
213,1582,262,2015,2015-01-14T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 16:50:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
213,1582,1264,2015,2015-01-14T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 16:50:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
61,858,1137,2015,2015-01-13T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:05:00,12/30/1899 17:18:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
208,3134,82,2015,2015-01-10T00:00:00Z,Guard Rock,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:40:00,12/30/1899 15:30:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
208,3134,1666,2015,2015-01-10T00:00:00Z,High Peaks Trail West of Chalone Picnic Area,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:40:00,12/30/1899 17:30:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
208,3134,477,2015,2015-01-10T00:00:00Z,D. Soto Canyon,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:40:00,12/30/1899 15:30:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
72,1209,1887,2015,2015-01-09T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:57:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
72,1209,1606,2015,2015-01-09T00:00:00Z,Neglected Valley,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:57:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
72,1209,1604,2015,2015-01-09T00:00:00Z,Hanging Valley,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:57:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
72,1209,2191,2015,2015-01-09T00:00:00Z,Frog Canyon,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:57:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
72,1209,131,2015,2015-01-09T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:57:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
72,1209,2120,2015,2015-01-09T00:00:00Z,Frog/Hand,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:57:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
138,1538,300,2015,2015-01-08T00:00:00Z,Discovery Wall,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 16:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
138,1538,901,2015,2015-01-08T00:00:00Z,Pipsqueak Pinnacles,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 16:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
138,1538,890,2015,2015-01-08T00:00:00Z,Upper Bear Gulch,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 16:15:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
221,2360,1902,2015,2015-01-06T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:19:00,12/30/1899 16:51:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
221,2360,818,2015,2015-01-06T00:00:00Z,Pig Canyon,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 13:26:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,1700,2014,2014-12-27T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:40:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,1072,2014,2014-12-27T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:15:00,12/30/1899 17:00:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
207,3128,178,2014,2014-12-27T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:40:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,40,2014,2014-12-27T00:00:00Z,Hawkins Peak,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:40:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,999,2014,2014-12-27T00:00:00Z,Scout Peak,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:40:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,1737,2014,2014-12-27T00:00:00Z,Egg,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:40:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,1018,2014,2014-12-27T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:40:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,127,2014,2014-12-27T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:33:00,12/30/1899 17:00:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
207,3128,414,2014,2014-12-27T00:00:00Z,Goat Rock,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:40:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,250,2014,2014-12-27T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:40:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
207,3128,2364,2014,2014-12-27T00:00:00Z,Resurrection Wall,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:34:00,12/30/1899 16:00:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
207,3128,2437,2014,2014-12-27T00:00:00Z,Teapot Dome,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:53:00,12/30/1899 17:00:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
61,2279,18833,2014,2014-06-28T00:00:00Z,Drywall,Non-Core,Fecundity,Territory,Non-core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 7:40:00,12/30/1899 9:25:00,,PRFA,1,1,4,0,NA,0,Yes,DRY-15
200,2213,18828,2014,2014-06-22T00:00:00Z,Willow Spring Slide,Non-Core,Fecundity,Territory,Non-core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 7:55:00,12/30/1899 8:50:00,,PRFA,1,2,4,0,NA,0,Yes,wss-2
149,3173,18817,2014,2014-06-17T00:00:00Z,Drywall,Non-Core,Fecundity,Territory,Non-core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:45:00,12/30/1899 10:30:00,,PRFA,1,1,0,4,NA,0,Yes,DRY-15
40,1661,18808,2014,2014-06-17T00:00:00Z,Crowley Towers,Core,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 7:00:00,12/30/1899 7:45:00,,PRFA,1,1,5,0,NA,0,Yes,ct-1
191,3043,18814,2014,2014-06-16T00:00:00Z,South Balconies,Core,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:41:00,12/30/1899 10:25:00,,PRFA,1,0,4,0,NA,0,Yes,SGB-5
152,1964,18815,2014,2014-06-16T00:00:00Z,Crowley Towers,Core,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:16:00,12/30/1899 14:00:00,,PRFA,1,0,5,0,NA,0,Yes,ct-1
53,850,18807,2014,2014-06-14T00:00:00Z,South Chalone,Non-Core,Fecundity,Territory,Non-core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:05:00,12/30/1899 9:35:00,,PRFA,1,0,3,0,NA,0,Yes,SC-7
200,202,18803,2014,2014-06-12T00:00:00Z,Willow Spring Slide,Non-Core,Fecundity,Territory,Non-core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:40:00,12/30/1899 9:30:00,,PRFA,1,1,0,4,NA,0,Yes,wss-2
223,205,18792,2014,2014-06-08T00:00:00Z,Drywall,Non-Core,Fecundity,Territory,Non-core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 7:30:00,12/30/1899 11:30:00,,PRFA,1,2,0,4,NA,0,Yes,DRY-15
29,183,18789,2014,2014-06-07T00:00:00Z,South Balconies,Core,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:10:00,12/30/1899 10:23:00,,PRFA,1,1,0,4,NA,0,Yes,sgb-15
29,183,18788,2014,2014-06-07T00:00:00Z,Egg,Core,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:10:00,12/30/1899 10:23:00,,PRFA,1,1,5,0,NA,0,Yes,egg-1
130,1860,18787,2014,2014-06-07T00:00:00Z,Resurrection Wall,Core,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 7:18:00,12/30/1899 8:45:00,,PRFA,1,1,2,0,NA,0,Yes,RW-2
200,3100,18786,2014,2014-06-03T00:00:00Z,Willow Spring Slide,Non-Core,Fecundity,Territory,Non-core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:30:00,12/30/1899 12:30:00,,PRFA,1,2,0,4,NA,0,Yes,wss-2
33,440,18780,2014,2014-06-02T00:00:00Z,South Balconies,Core,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 7:30:00,12/30/1899 11:45:00,,PRFA,1,2,0,4,NA,0,Yes,sgb-15
63,641,18782,2014,2014-06-02T00:00:00Z,Crowley Towers,Core,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:00:00,12/30/1899 12:57:00,,PRFA,1,2,0,3,NA,0,Yes,ct-1
46,143,18777,2014,2014-05-31T00:00:00Z,NE Sec 15,Non-Core,Occupancy,Territory,Non-core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 10:30:00,12/30/1899 10:54:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
53,2911,18776,2014,2014-05-31T00:00:00Z,South Chalone,Non-Core,Fecundity,Territory,Non-core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:45:00,12/30/1899 13:17:00,,PRFA,1,0,0,3,NA,0,Yes,SC-7
122,2749,18760,2014,2014-05-24T00:00:00Z,Crowley Towers,Core,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:18:00,12/30/1899 11:26:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
221,1443,18761,2014,2014-05-23T00:00:00Z,Pig Canyon,Non-Core,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:00:00,12/30/1899 8:02:00,,PRFA,1,1,0,0,NA,0,Yes,1-UNK
46,851,18758,2014,2014-05-22T00:00:00Z,NE Sec 15,Non-Core,Fecundity,Territory,Non-core,Nestlings,YF,Yes: Nest failed,Yes,12/30/1899 11:00:00,12/30/1899 13:12:00,,PRFA,1,2,0,0,NA,0,Yes,NES-4
