Location_ID,Event_ID,Observation_ID,Year,Start_Date,Territory_Name,Survey_Purpose,Analysis_Type,Territory_Type,Area_Type,Detection_Purpose,Detection_Result_Code,Detection_Result,PRFA_Detected,OBS_Stime,OBS_Ftime,Duration,Species,Detection,Adults,Fledglings,Nestlings,OtherAge,Num_Eggs,Territorial_Behav,Nest_Code
222,13488,20519,2019,2019-06-24T00:00:00Z,Narrows East Fork of Marion Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 8:20:00,12/30/1899 12:25:00,,PRFA,0,0,0,0,NA,0,No,1-NA
29,13492,20529,2019,2019-06-22T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:50:00,12/30/1899 10:18:00,,PRFA,1,1,1,0,NA,0,Yes,egg-1
40,13487,20517,2019,2019-06-18T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 7:30:00,12/30/1899 8:45:00,,PRFA,1,0,4,0,NA,0,Yes,CT-9
199,13483,20514,2019,2019-06-15T00:00:00Z,South Chalone,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 12:30:00,12/30/1899 15:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
150,13477,20506,2019,2019-06-14T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:30:00,12/30/1899 10:05:00,,PRFA,1,0,0,1,NA,0,Yes,CT-9
150,13477,20505,2019,2019-06-14T00:00:00Z,Citadel,I&M Protocol,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:18:00,12/30/1899 10:05:00,,PRFA,1,1,3,0,NA,0,Yes,ci-1
150,13471,20499,2019,2019-06-12T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:30:00,12/30/1899 9:38:00,,PRFA,1,0,0,2,NA,0,Yes,CT-9
150,13471,20498,2019,2019-06-12T00:00:00Z,Citadel,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:45:00,12/30/1899 9:38:00,,PRFA,1,1,0,3,NA,0,Yes,ci-1
130,13470,20497,2019,2019-06-10T00:00:00Z,Resurrection Wall,I&M Protocol,Fecundity,Territory,Core,Fledglings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:50:00,12/30/1899 15:30:00,,PRFA,1,1,3,0,NA,0,Yes,RW-2
191,13464,20491,2019,2019-06-08T00:00:00Z,Citadel,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:45:00,12/30/1899 14:30:00,,PRFA,1,1,0,3,NA,0,Yes,ci-1
29,13461,20488,2019,2019-06-07T00:00:00Z,Resurrection Wall,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:35:00,12/30/1899 9:46:00,,PRFA,1,0,0,3,NA,0,Yes,RW-2
29,13461,20487,2019,2019-06-07T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:35:00,12/30/1899 9:46:00,,PRFA,1,0,0,1,NA,4,Yes,egg-1
72,13451,20471,2019,2019-06-04T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:15:00,12/30/1899 16:50:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
72,13450,20470,2019,2019-06-04T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:10:00,12/30/1899 10:30:00,,PRFA,0,0,0,0,NA,NA,Yes,1-NA
126,13449,20469,2019,2019-06-04T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:50:00,12/30/1899 15:15:00,,PRFA,1,2,1,2,NA,0,Yes,nc-1
29,13443,20464,2019,2019-06-03T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:00:00,12/30/1899 14:00:00,,PRFA,1,2,0,1,NA,4,Yes,egg-1
29,13438,20460,2019,2019-05-31T00:00:00Z,Resurrection Wall,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:55:00,12/30/1899 9:15:00,,PRFA,1,0,0,2,NA,0,Yes,RW-2
130,13439,20461,2019,2019-05-31T00:00:00Z,Resurrection Wall,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:35:00,12/30/1899 9:50:00,,PRFA,1,0,0,3,NA,0,Yes,RW-2
29,13438,20459,2019,2019-05-31T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:55:00,12/30/1899 9:15:00,,PRFA,1,0,0,1,NA,0,Yes,egg-1
36,13429,20443,2019,2019-05-29T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:29:00,12/30/1899 14:05:00,,PRFA,0,0,0,0,NA,0,No,1-NA
671,13427,20440,2019,2019-05-28T00:00:00Z,Citadel,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:50:00,12/30/1899 11:00:00,,PRFA,1,2,0,2,NA,0,Yes,ci-1
51,13428,20441,2019,2019-05-28T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:13:00,12/30/1899 12:28:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
28,13423,20434,2019,2019-05-28T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:10:00,12/30/1899 13:43:00,,PRFA,1,1,0,0,NA,-999,Yes,CT-9
61,13432,20449,2019,2019-05-24T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:30:00,,PRFA,0,0,0,0,NA,0,No,1-NA
36,13430,20446,2019,2019-05-24T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:30:00,12/30/1899 9:50:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
51,13419,20432,2019,2019-05-23T00:00:00Z,South Balconies,I&M Protocol,Fecundity,Territory,Core,Nestlings,YF,Yes: Nest failed,No,12/30/1899 9:50:00,12/30/1899 10:50:00,,PRFA,0,0,0,0,NA,0,No,SGB-21
28,13416,20429,2019,2019-05-23T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:20:00,12/30/1899 14:45:00,,PRFA,1,2,0,4,NA,1,Yes,CT-9
85,13413,20427,2019,2019-05-21T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:00:00,12/30/1899 15:45:00,,PRFA,1,2,0,4,NA,0,Yes,nc-1
126,13409,20422,2019,2019-05-19T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:00:00,12/30/1899 14:00:00,,PRFA,1,1,0,3,NA,0,Yes,nc-1
29,13395,20409,2019,2019-05-16T00:00:00Z,Resurrection Wall,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:48:00,12/30/1899 10:19:00,,PRFA,1,0,0,3,NA,0,Yes,RW-2
29,13395,20408,2019,2019-05-16T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:48:00,12/30/1899 10:19:00,,PRFA,1,1,0,1,NA,2,Yes,egg-1
222,13391,20400,2019,2019-05-13T00:00:00Z,Narrows East Fork of Marion Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:20:00,12/30/1899 14:25:00,,PRFA,0,0,0,0,NA,0,No,1-NA
233,13390,20398,2019,2019-05-13T00:00:00Z,Willow Spring Slide,I&M Protocol,Fecundity,Territory,Non-core,Incubation,YF,Yes: Nest failed,No,12/30/1899 10:00:00,12/30/1899 10:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
36,13380,20388,2019,2019-05-06T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:23:00,12/30/1899 10:56:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
191,13377,20380,2019,2019-05-04T00:00:00Z,Citadel,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:35:00,12/30/1899 14:54:00,,PRFA,1,2,0,0,NA,-999,Yes,ci-1
130,13374,20376,2019,2019-05-03T00:00:00Z,Resurrection Wall,I&M Protocol,Fecundity,Territory,Core,Nestlings,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:20:00,12/30/1899 12:50:00,,PRFA,1,1,0,3,NA,0,Yes,RW-2
29,13372,20374,2019,2019-05-03T00:00:00Z,Resurrection Wall,I&M Protocol,Fecundity,Territory,Core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:20:00,12/30/1899 11:55:00,,PRFA,1,1,0,0,NA,-999,Yes,RW-2
29,13372,20373,2019,2019-05-03T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:20:00,12/30/1899 11:55:00,,PRFA,1,1,0,0,NA,3,Yes,egg-1
31,13371,20372,2019,2019-05-01T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:23:00,12/30/1899 14:11:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
126,13358,20352,2019,2019-04-29T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:45:00,12/30/1899 15:25:00,,PRFA,1,2,0,0,NA,-999,Yes,nc-1
199,13368,20365,2019,2019-04-29T00:00:00Z,South Chalone,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 12:02:00,12/30/1899 15:02:00,,PRFA,0,0,0,0,NA,0,No,1-NA
126,13369,20368,2019,2019-04-29T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:45:00,12/30/1899 11:20:00,,PRFA,1,2,0,0,NA,-999,Yes,nc-1
61,13357,20349,2019,2019-04-26T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:35:00,12/30/1899 18:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13356,20348,2019,2019-04-26T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:30:00,12/30/1899 13:10:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
51,13366,20362,2019,2019-04-19T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:03:00,12/30/1899 14:40:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
28,13359,20353,2019,2019-04-19T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:07:00,12/30/1899 17:15:00,,PRFA,1,1,0,0,NA,-999,Yes,CT-9
51,13367,20363,2019,2019-04-19T00:00:00Z,South Balconies,I&M Protocol,Fecundity,Territory,Core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:18:00,12/30/1899 18:00:00,,PRFA,1,2,0,0,NA,-999,Yes,SGB-21
222,13349,20338,2019,2019-04-17T00:00:00Z,Narrows East Fork of Marion Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 10:40:00,12/30/1899 14:05:00,,PRFA,0,0,0,0,NA,0,No,1-NA
61,13354,20345,2019,2019-04-15T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:10:00,12/30/1899 17:00:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
72,13341,20318,2019,2019-04-13T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:43:00,12/30/1899 11:12:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
233,13343,20324,2019,2019-04-12T00:00:00Z,Willow Spring Slide,I&M Protocol,Fecundity,Territory,Non-core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:23:00,12/30/1899 11:50:00,,PRFA,1,2,0,0,NA,5,Yes,wss-2
216,13342,20323,2019,2019-04-12T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:45:00,12/30/1899 15:10:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
216,13342,20322,2019,2019-04-12T00:00:00Z,Canyon North of Willow Springs,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:00:00,12/30/1899 12:03:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
216,13342,20320,2019,2019-04-12T00:00:00Z,Tugboat,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 12:00:00,12/30/1899 15:30:00,,PRFA,0,0,0,0,NA,0,No,1-NA
216,13342,20321,2019,2019-04-12T00:00:00Z,North Wilderness Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 12:00:00,12/30/1899 15:30:00,,PRFA,0,0,0,0,NA,0,No,1-NA
36,13332,20305,2019,2019-04-08T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 9:05:00,12/30/1899 12:38:00,,PRFA,0,0,0,0,NA,0,No,1-NA
175,13331,20304,2019,2019-04-08T00:00:00Z,Neglected Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:16:00,12/30/1899 16:15:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
175,13331,20302,2019,2019-04-08T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:16:00,12/30/1899 16:15:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
107,13328,20298,2019,2019-04-06T00:00:00Z,South Wilderness Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 12:56:00,12/30/1899 16:10:00,,PRFA,0,0,0,0,NA,0,No,1-NA
16,13338,20316,2019,2019-04-06T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:55:00,12/30/1899 14:15:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
191,13324,20288,2019,2019-04-04T00:00:00Z,Citadel,I&M Protocol,Fecundity,Territory,Core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:00:00,12/30/1899 15:00:00,,PRFA,1,2,0,0,NA,-999,Yes,ci-1
191,13324,20289,2019,2019-04-04T00:00:00Z,General Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:07:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
191,13324,20291,2019,2019-04-04T00:00:00Z,Machete Ridge,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:07:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
191,13324,20290,2019,2019-04-04T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:07:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
29,13319,20283,2019,2019-04-02T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:40:00,12/30/1899 15:36:00,,PRFA,1,1,0,0,NA,4,Yes,egg-1
29,13319,20284,2019,2019-04-02T00:00:00Z,Resurrection Wall,I&M Protocol,Fecundity,Territory,Core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:40:00,12/30/1899 16:33:00,,PRFA,1,1,0,0,NA,2,Yes,RW-2
221,13316,20276,2019,2019-03-29T00:00:00Z,Pig Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:50:00,12/30/1899 18:52:00,,PRFA,0,0,0,0,NA,0,No,1-NA
66,13305,20264,2019,2019-03-24T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Incubation,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:40:00,12/30/1899 17:15:00,,PRFA,1,2,0,0,NA,-999,Yes,nc-1
98,13306,20265,2019,2019-03-24T00:00:00Z,South Chalone,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:37:00,12/30/1899 16:15:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
208,13301,20260,2019,2019-03-21T00:00:00Z,High Peaks Trail West of Chalone Picnic Area,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:50:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
208,13301,20259,2019,2019-03-21T00:00:00Z,D. Soto Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:50:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
208,13301,20261,2019,2019-03-21T00:00:00Z,Guard Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:50:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13296,20245,2019,2019-03-15T00:00:00Z,Western Front,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:15:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13296,20246,2019,2019-03-15T00:00:00Z,Deserted Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:15:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13296,20247,2019,2019-03-15T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:15:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13296,20248,2019,2019-03-15T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:15:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13296,20249,2019,2019-03-15T00:00:00Z,Teapot Dome,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:15:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13296,20243,2019,2019-03-15T00:00:00Z,Goat Rock,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:15:00,12/30/1899 18:02:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
130,13296,20252,2019,2019-03-15T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:05:00,12/30/1899 18:23:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
130,13296,20253,2019,2019-03-15T00:00:00Z,Egg,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:48:00,12/30/1899 17:55:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
130,13296,20242,2019,2019-03-15T00:00:00Z,Resurrection Wall,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:15:00,12/30/1899 18:02:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
130,13296,20251,2019,2019-03-15T00:00:00Z,Scout Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:47:00,12/30/1899 17:53:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
72,13292,20235,2019,2019-03-14T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:18:00,12/30/1899 18:08:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
72,13292,20230,2019,2019-03-14T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:47:00,12/30/1899 18:53:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
72,13292,20231,2019,2019-03-14T00:00:00Z,Neglected Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:47:00,12/30/1899 18:53:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
72,13292,20232,2019,2019-03-14T00:00:00Z,Frog Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:40:00,12/30/1899 18:53:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13292,20234,2019,2019-03-14T00:00:00Z,Hanging Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:40:00,12/30/1899 18:53:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13292,20233,2019,2019-03-14T00:00:00Z,Frog/Hand,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:40:00,12/30/1899 18:53:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13289,20227,2019,2019-03-13T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:13:00,12/30/1899 18:35:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
40,13289,20223,2019,2019-03-13T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:30:00,12/30/1899 18:25:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
40,13289,20224,2019,2019-03-13T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:30:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13289,20225,2019,2019-03-13T00:00:00Z,Crowley Drainage,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:30:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13289,20226,2019,2019-03-13T00:00:00Z,Mating Rocks,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 15:30:00,12/30/1899 18:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13281,20210,2019,2019-03-11T00:00:00Z,Discovery Wall,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:25:00,12/30/1899 18:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13281,20212,2019,2019-03-11T00:00:00Z,Upper Bear Gulch,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:25:00,12/30/1899 18:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13281,20211,2019,2019-03-11T00:00:00Z,Pipsqueak Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:25:00,12/30/1899 18:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
222,13280,20208,2019,2019-03-09T00:00:00Z,Narrows East Fork of Marion Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:10:00,12/30/1899 15:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
61,13285,20219,2019,2019-03-09T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:10:00,12/30/1899 15:30:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
84,13279,20206,2019,2019-03-08T00:00:00Z,North Wilderness Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:16:00,12/30/1899 16:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
84,13279,20205,2019,2019-03-08T00:00:00Z,Tugboat,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:16:00,12/30/1899 16:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
84,13279,20204,2019,2019-03-08T00:00:00Z,Canyon North of Willow Springs,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:16:00,12/30/1899 16:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
107,13276,20202,2019,2019-03-04T00:00:00Z,South Wilderness Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:55:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
